subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	docpath	path	file	basename
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	58	Rename	species	Saccharomyces cerevisiae Ty2 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Saccharomyces cerevisiae Ty2 virus' to 'Pseudovirus duosaccharomycetis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus duosaccharomycetis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	59	Rename	species	Saccharomyces cerevisiae Ty4 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Saccharomyces cerevisiae Ty4 virus' to 'Pseudovirus tetrasaccharomycetis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus tetrasaccharomycetis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	60	Rename	species	Solanum tuberosum Tst1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Solanum tuberosum Tst1 virus' to 'Pseudovirus solani' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus solani'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	61	Rename	species	Triticum aestivum WIS2 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Triticum aestivum WIS2 virus' to 'Pseudovirus tritici' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus tritici'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	62	Rename	species	Zea mays Hopscotch virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Zea mays Hopscotch virus' to 'Pseudovirus zeae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus zeae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	63	Rename	species	Zea mays Sto4 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Zea mays Sto4 virus' to 'Pseudovirus maydis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus maydis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	64	Rename	species	Arabidopsis thaliana Endovir virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Arabidopsis thaliana Endovir virus' to 'Sirevirus arabidopsis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Sirevirus;Sirevirus arabidopsis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	65	Rename	species	Glycine max SIRE1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Glycine max SIRE1 virus' to 'Sirevirus glycinis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Sirevirus;Sirevirus glycinis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	66	Rename	species	Lycopersicon esculentum ToRTL1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Lycopersicon esculentum ToRTL1 virus' to 'Sirevirus lycopersici' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Sirevirus;Sirevirus lycopersici'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	67	Rename	species	Zea mays Opie2 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Zea mays Opie2 virus' to 'Sirevirus zeae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Sirevirus;Sirevirus zeae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	68	Rename	species	Zea mays Prem2 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Zea mays Prem2 virus' to 'Sirevirus maydis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Sirevirus;Sirevirus maydis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	69	Abolish	species	Phaseolus vulgaris Tpv2-6 virus	SUCCESS	ABOLISH.OK	Change=ABOLISH, applied successfully	ABOLISH species named Phaseolus vulgaris Tpv2-6 virus	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.034B	2023.034B.N.v1.Hollowayvirus_5ns.docx	2023.034B.N.v1.Hollowayvirus_5ns.xlsx	5	Create new	species	Hollowayvirus PA8	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Hollowayvirus;Hollowayvirus PA8'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.034B	2023.034B.N.v1.Hollowayvirus_5ns.docx	2023.034B.N.v1.Hollowayvirus_5ns.xlsx	6	Create new	species	Hollowayvirus E220	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Hollowayvirus;Hollowayvirus E220'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.034B	2023.034B.N.v1.Hollowayvirus_5ns.docx	2023.034B.N.v1.Hollowayvirus_5ns.xlsx	7	Create new	species	Hollowayvirus phiC725A	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Hollowayvirus;Hollowayvirus phiC725A'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.034B	2023.034B.N.v1.Hollowayvirus_5ns.docx	2023.034B.N.v1.Hollowayvirus_5ns.xlsx	8	Create new	species	Hollowayvirus LKA5	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Hollowayvirus;Hollowayvirus LKA5'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.034B	2023.034B.N.v1.Hollowayvirus_5ns.docx	2023.034B.N.v1.Hollowayvirus_5ns.xlsx	9	Create new	species	Hollowayvirus Epa33	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Hollowayvirus;Hollowayvirus Epa33'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	5	Rename	species	Aquareovirus A	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Aquareovirus A' to 'Aquareovirus salmonis' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Aquareovirus;Aquareovirus salmonis'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	6	Rename	species	Aquareovirus B	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Aquareovirus B' to 'Aquareovirus oncorhynchi' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Aquareovirus;Aquareovirus oncorhynchi'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	7	Rename	species	Aquareovirus C	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Aquareovirus C' to 'Aquareovirus ctenopharyngodontis' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Aquareovirus;Aquareovirus ctenopharyngodontis'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	8	Rename	species	Aquareovirus D	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Aquareovirus D' to 'Aquareovirus ictaluri' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Aquareovirus;Aquareovirus ictaluri'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	9	Rename	species	Aquareovirus E	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Aquareovirus E' to 'Aquareovirus scophthalmi' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Aquareovirus;Aquareovirus scophthalmi'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	10	Rename	species	Aquareovirus F	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Aquareovirus F' to 'Aquareovirus maculosi' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Aquareovirus;Aquareovirus maculosi'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	11	Rename	species	Aquareovirus G	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Aquareovirus G' to 'Aquareovirus graminis' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Aquareovirus;Aquareovirus graminis'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	12	Rename	species	Colorado tick fever coltivirus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Colorado tick fever coltivirus' to 'Coltivirus dermacentoris' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Coltivirus;Coltivirus dermacentoris'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	13	Rename	species	Eyach coltivirus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Eyach coltivirus' to 'Coltivirus ixodis' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Coltivirus;Coltivirus ixodis'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	14	Rename	species	Kundal coltivirus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Kundal coltivirus' to 'Coltivirus kundalense' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Coltivirus;Coltivirus kundalense'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	15	Rename	species	Tai Forest coltivirus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tai Forest coltivirus' to 'Coltivirus taiense' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Coltivirus;Coltivirus taiense'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	16	Rename	species	Tarumizu coltivirus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tarumizu coltivirus' to 'Coltivirus tarumizuense' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Coltivirus;Coltivirus tarumizuense'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	17	Rename	species	Cypovirus 1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 1' to 'Cypovirus altineae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus altineae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	18	Rename	species	Cypovirus 2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 2' to 'Cypovirus inachidis' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus inachidis'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	19	Rename	species	Cypovirus 3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 3' to 'Cypovirus aplocerae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus aplocerae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	20	Rename	species	Cypovirus 4	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 4' to 'Cypovirus antheraeae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus antheraeae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	21	Rename	species	Cypovirus 5	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 5' to 'Cypovirus betineae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus betineae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	22	Rename	species	Cypovirus 6	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 6' to 'Cypovirus aglaidis' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus aglaidis'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	23	Rename	species	Cypovirus 7	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 7' to 'Cypovirus mamestrae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus mamestrae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	24	Rename	species	Cypovirus 8	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 8' to 'Cypovirus gatineae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus gatineae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	25	Rename	species	Cypovirus 9	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 9' to 'Cypovirus agrotidis' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus agrotidis'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	26	Rename	species	Cypovirus 10	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 10' to 'Cypovirus aprophylae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus aprophylae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	27	Rename	species	Cypovirus 11	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 11' to 'Cypovirus heliothidis' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus heliothidis'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	28	Rename	species	Cypovirus 12	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 12' to 'Cypovirus autographae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus autographae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	29	Rename	species	Cypovirus 13	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 13' to 'Cypovirus polistis' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus polistis'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	30	Rename	species	Cypovirus 14	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 14' to 'Cypovirus lymantriae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus lymantriae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	31	Rename	species	Cypovirus 15	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 15' to 'Cypovirus trichoplusiae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus trichoplusiae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	32	Rename	species	Cypovirus 16	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cypovirus 16' to 'Cypovirus choristoneurae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Cypovirus;Cypovirus choristoneurae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	33	Rename	species	Aedes pseudoscutellaris reovirus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Aedes pseudoscutellaris reovirus' to 'Dinovernavirus aedis' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Dinovernavirus;Dinovernavirus aedis'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	34	Rename	species	Fiji disease virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Fiji disease virus' to 'Fijivirus fijiense' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Fijivirus;Fijivirus fijiense'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	35	Rename	species	Garlic dwarf virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Garlic dwarf virus' to 'Fijivirus allii' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Fijivirus;Fijivirus allii'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	36	Rename	species	Maize rough dwarf virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Maize rough dwarf virus' to 'Fijivirus zeae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Fijivirus;Fijivirus zeae'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	37	Rename	species	Mal de Rio Cuarto virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Mal de Rio Cuarto virus' to 'Fijivirus cuartoense' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Fijivirus;Fijivirus cuartoense'	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.034M	2023.034M.N.v1.Spinoreoviridae_sprenam.docx	2023.034M.N.v1.Spinoreoviridae_sprenam.xlsx	38	Rename	species	Nilaparvata lugens reovirus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Nilaparvata lugens reovirus' to 'Fijivirus nilaparvatae' in 'Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Fijivirus;Fijivirus nilaparvatae'	NA	NA	NA	NA	NA
